env,algo,rnn,n_episodes,n_frames,train_time,mean_return,std_return
dipoc,a2c-default,None,2570,129592,509.2765,378.0979,42.5777
dipoc,a2c-default,None,2580,130048,511.1655,368.0989,53.7169
dipoc,a2c-default,None,2590,130528,513.1406,363.0453,40.1508
anm,sac-default,None,2020,287019,12960.5242,-15148.8953,2683.9021
dipoc,a2c-default,None,2600,130960,514.8560,374.3165,46.4752
dipoc,a2c-default,None,2610,131400,516.6646,377.1351,46.1699
dipoc,a2c-default,None,2620,131856,518.5016,356.8600,50.7215
dipoc,a2c-default,None,2630,132336,520.5341,392.3056,59.9962
dipoc,a2c-default,None,2640,132776,522.2504,383.8129,56.4283
dipoc,a2c-default,None,2650,133240,524.1405,398.2205,59.0565
dipoc,a2c-default,None,2660,133688,525.9775,364.9334,59.0348
dipoc,a2c-default,None,2670,134192,527.9252,425.9493,79.0136
dipoc,a2c-default,None,2680,134672,529.8598,397.0687,76.4902
dipoc,a2c-default,None,2690,135216,532.0640,418.6219,100.2695
dipoc,a2c-default,None,2700,135688,533.9854,431.2047,79.6533
dipoc,a2c-default,None,2710,136128,535.7857,383.0482,56.4593
dipoc,a2c-default,None,2720,136616,537.8090,390.9708,77.2206
dipoc,a2c-default,None,2730,137144,539.9306,411.8782,72.9049
dipoc,a2c-default,None,2740,137624,541.8666,396.6274,77.3659
dipoc,a2c-default,None,2750,138176,544.0734,431.1183,84.3166
dipoc,a2c-default,None,2760,138672,546.0800,397.5129,66.0231
dipoc,a2c-default,None,2770,139088,547.7001,371.7321,34.1754
dipoc,a2c-default,None,2780,139544,549.4915,406.3664,67.1250
dipoc,a2c-default,None,2790,140024,551.4376,383.1472,52.7656
dipoc,a2c-default,None,2800,140536,553.4792,377.2832,56.0520
dipoc,a2c-default,None,2810,140968,555.2285,388.5826,62.4097
dipoc,a2c-default,None,2820,141424,557.0616,399.4095,78.3902
dipoc,a2c-default,None,2830,141896,559.0266,377.2650,58.2764
dipoc,a2c-default,None,2840,142416,561.1630,406.2050,73.5422
dipoc,a2c-default,None,2850,142888,563.0865,417.0200,76.5907
dipoc,a2c-default,None,2860,143328,564.8222,367.2839,71.8925
dipoc,a2c-default,None,2870,143784,566.7152,410.8202,85.4857
dipoc,a2c-default,None,2880,144272,568.4814,369.0221,44.2019
anm,sac-default,None,2030,288032,12997.0189,-17047.5512,2034.5131
dipoc,a2c-default,None,2890,144752,570.4504,382.7787,66.1749
dipoc,a2c-default,None,2900,145192,572.2803,394.1014,74.6739
dipoc,a2c-default,None,2910,145608,573.9818,376.2215,72.3773
dipoc,a2c-default,None,2920,146024,575.6551,377.3841,53.6960
dipoc,a2c-default,None,2930,146512,577.6868,421.4036,92.1731
dipoc,a2c-default,None,2940,147112,580.1159,391.8009,64.7102
dipoc,a2c-default,None,2950,147552,581.9456,370.6167,67.2245
dipoc,a2c-default,None,2960,148024,583.8677,422.0857,90.9934
dipoc,a2c-default,None,2970,148560,586.0668,367.1113,72.8238
dipoc,a2c-default,None,2980,149016,587.9599,402.9151,72.0295
dipoc,a2c-default,None,2990,149552,590.2119,403.5462,67.2369
dipoc,a2c-default,None,3000,149976,591.9564,419.4693,92.1256
dipoc,a2c-default,None,3010,150448,593.9434,408.2856,84.0603
dipoc,a2c-default,None,3020,150936,596.0033,434.4924,77.4970
dipoc,a2c-default,None,3030,151440,598.0668,407.3885,85.4565
dipoc,a2c-default,None,3040,151864,599.8230,411.8220,74.1890
dipoc,a2c-default,None,3050,152344,601.8197,373.5469,71.2270
dipoc,a2c-default,None,3060,152840,603.8640,377.5824,46.1512
dipoc,a2c-default,None,3070,153320,605.8263,394.0753,74.0992
dipoc,a2c-default,None,3080,153832,607.8885,358.7511,63.1297
dipoc,a2c-default,None,3090,154280,609.7170,408.0145,82.7702
dipoc,a2c-default,None,3100,154728,611.5430,384.0034,92.7300
anm,sac-default,None,2040,288876,13028.0211,-17402.8074,1380.7887
dipoc,a2c-default,None,3110,155216,613.5062,388.0210,72.3740
dipoc,a2c-default,None,3120,155680,615.4153,395.9210,81.9599
dipoc,a2c-default,None,3130,156104,617.1611,367.9052,72.4182
dipoc,a2c-default,None,3140,156496,618.7535,402.4835,72.3751
dipoc,a2c-default,None,3150,156928,620.4922,367.8083,70.0377
dipoc,a2c-default,None,3160,157328,622.1207,374.0020,67.9381
dipoc,a2c-default,None,3170,157816,624.0913,362.3039,61.0158
dipoc,a2c-default,None,3180,158296,626.0525,385.0215,86.3614
dipoc,a2c-default,None,3190,158768,627.9432,375.7916,78.5674
dipoc,a2c-default,None,3200,159264,630.0007,396.3772,81.8949
dipoc,a2c-default,None,3210,159680,631.6654,402.9815,75.7145
dipoc,a2c-default,None,3220,160072,633.2324,371.0422,66.0704
dipoc,a2c-default,None,3230,160528,635.0899,352.8304,62.2373
dipoc,a2c-default,None,3240,161008,636.9972,349.0186,85.2107
dipoc,a2c-default,None,3250,161512,639.0553,364.6590,74.5434
dipoc,a2c-default,None,3260,162040,641.1637,344.6583,54.5887
dipoc,a2c-default,None,3270,162504,643.0977,364.5820,75.4684
anm,sac-default,None,2050,289459,13050.2014,-18143.0798,1181.7444
dipoc,a2c-default,None,3280,162984,645.0379,399.9108,82.5225
dipoc,a2c-default,None,3290,163464,646.9815,393.3214,86.8025
dipoc,a2c-default,None,3300,163912,648.8148,404.4497,88.2526
dipoc,a2c-default,None,3310,164408,650.8233,382.1342,76.8953
dipoc,a2c-default,None,3320,164840,652.5735,387.7223,81.2857
dipoc,a2c-default,None,3330,165280,654.4274,387.8617,80.7081
dipoc,a2c-default,None,3340,165744,656.3449,350.5527,62.0168
dipoc,a2c-default,None,3350,166272,658.4671,411.9242,77.2047
dipoc,a2c-default,None,3360,166712,660.2484,381.8570,72.6342
dipoc,a2c-default,None,3370,167192,662.1441,379.0437,79.7918
dipoc,a2c-default,None,3380,167656,663.9765,416.3627,95.9096
dipoc,a2c-default,None,3390,168120,665.8434,402.6355,80.2320
dipoc,a2c-default,None,3400,168584,667.6614,393.9909,74.5510
anm,sac-default,None,2060,289805,13064.4834,-18708.7412,983.1267
dipoc,a2c-default,None,3410,169008,669.3634,391.5527,70.0282
dipoc,a2c-default,None,3420,169504,671.3676,376.3344,76.4272
dipoc,a2c-default,None,3430,169992,673.3513,378.8761,89.5766
dipoc,a2c-default,None,3440,170400,674.9804,376.2928,75.7925
dipoc,a2c-default,None,3450,170856,676.9103,393.9126,79.4618
dipoc,a2c-default,None,3460,171328,678.8870,362.7838,57.0676
dipoc,a2c-default,None,3470,171816,680.8646,372.0607,43.6949
dipoc,a2c-default,None,3480,172328,682.9337,373.8065,67.7954
dipoc,a2c-default,None,3490,172808,684.8650,414.3477,80.2777
dipoc,a2c-default,None,3500,173280,686.7350,396.5625,76.1998
dipoc,a2c-default,None,3510,173744,688.6233,382.8758,78.3965
anm,sac-default,None,2070,290147,13078.7410,-19085.6548,518.2904
dipoc,a2c-default,None,3520,174184,690.4609,379.9960,70.9067
dipoc,a2c-default,None,3530,174648,692.4063,396.8193,73.6818
dipoc,a2c-default,None,3540,175136,694.3982,388.9236,62.8480
dipoc,a2c-default,None,3550,175600,696.3113,457.3243,110.9841
dipoc,a2c-default,None,3560,176080,698.2878,375.9850,77.8149
dipoc,a2c-default,None,3570,176544,699.7559,390.9427,77.9274
dipoc,a2c-default,None,3580,176952,701.4195,367.9610,68.5965
dipoc,a2c-default,None,3590,177464,703.4775,393.8776,85.8434
dipoc,a2c-default,None,3600,177896,705.2432,386.3313,61.8193
dipoc,a2c-default,None,3610,178368,707.1327,398.9589,81.3565
anm,sac-default,None,2080,290458,13091.9414,-19141.2297,579.7787
dipoc,a2c-default,None,3620,178824,709.0427,378.3619,84.0530
dipoc,a2c-default,None,3630,179264,710.8201,392.3714,54.2756
dipoc,a2c-default,None,3640,179752,712.7276,396.9496,68.2364
dipoc,a2c-default,None,3650,180232,714.5524,367.4664,74.7084
dipoc,a2c-default,None,3660,180680,716.3983,360.6683,90.1776
dipoc,a2c-default,None,3670,181144,718.1585,364.6858,79.6471
dipoc,a2c-default,None,3680,181584,719.8794,405.7697,75.5865
dipoc,a2c-default,None,3690,182040,721.5997,393.6203,77.5464
dipoc,a2c-default,None,3700,182464,723.2283,441.1040,53.2603
dipoc,a2c-default,None,3710,182936,725.0088,402.0500,85.8286
dipoc,a2c-default,None,3720,183376,726.6755,320.4360,54.0310
anm,sac-default,None,2090,290690,13102.6983,-18619.1277,942.9746
dipoc,a2c-default,None,3730,183768,728.1562,365.3354,57.0747
dipoc,a2c-default,None,3740,184232,729.9853,382.3749,70.3189
dipoc,a2c-default,None,3750,184664,731.7714,393.4805,87.7558
dipoc,a2c-default,None,3760,185080,733.4555,369.9348,81.1007
anmp,td3-hard_on,nbrc,60,53760,1865.7456,-181.2312,6.6235
dipoc,a2c-default,None,3770,185536,735.3889,410.3973,96.7120
dipoc,a2c-default,None,3780,186032,737.3119,413.8640,83.1595
dipoc,a2c-default,None,3790,186480,738.4625,354.5428,101.5286
dipoc,a2c-default,None,3800,186952,740.3908,397.2522,78.6442
dipoc,a2c-default,None,3810,187408,742.2647,382.0872,89.3615
anm,sac-default,None,2100,290956,13114.3231,-19170.0244,705.0729
dipoc,a2c-default,None,3820,187824,744.1704,402.9762,73.8324
dipoc,a2c-default,None,3830,188320,746.1020,355.8550,65.2848
dipoc,a2c-default,None,3840,188800,748.0885,466.7763,107.6792
dipoc,a2c-default,None,3850,189288,750.0729,367.5677,77.8229
dipoc,a2c-default,None,3860,189744,751.9102,395.3766,48.9511
dipoc,a2c-default,None,3870,190216,753.8273,405.2338,84.7645
dipoc,a2c-default,None,3880,190760,756.0325,359.4796,47.8257
dipoc,a2c-default,None,3890,191304,758.1640,399.5136,89.7459
dipoc,a2c-default,None,3900,191864,760.4491,407.4761,96.9757
anm,sac-default,None,2110,291131,13123.0621,-18857.0509,754.5379
dipoc,a2c-default,None,3910,192432,762.6964,456.6157,126.4892
dipoc,a2c-default,None,3920,193056,765.3078,409.2701,69.5966
dipoc,a2c-default,None,3930,193560,767.3324,446.2569,83.0282
dipoc,a2c-default,None,3940,194112,769.2547,444.8612,97.1537
dipoc,a2c-default,None,3950,194672,771.5370,422.7645,92.6839
dipoc,a2c-default,None,3960,195208,773.7856,447.0071,108.0874
dipoc,a2c-default,None,3970,195736,775.8898,451.7383,117.7354
dipoc,a2c-default,None,3980,196280,778.1259,464.1457,105.3141
dipoc,a2c-default,None,3990,196800,779.2964,468.7024,111.5789
dipoc,a2c-default,None,4000,197376,781.5868,438.1068,69.7197
dipoc,a2c-default,None,4010,197880,783.6524,460.5431,111.4236
anm,sac-default,None,2120,291401,13135.0946,-18522.5678,703.4874
dipoc,a2c-default,None,4020,198416,785.8686,468.3715,114.7223
dipoc,a2c-default,None,4030,198936,788.0235,492.4557,97.4595
dipoc,a2c-default,None,4040,199488,790.1986,488.1768,112.1672
dipoc,a2c-default,None,4050,200104,792.6085,453.2743,98.6764
dipoc,a2c-default,None,4060,200656,794.6417,405.8781,71.5204
dipoc,a2c-default,None,4070,201120,796.5248,425.3677,86.8502
dipoc,a2c-default,None,4080,201672,797.8477,403.4168,59.1929
dipoc,a2c-default,None,4090,202152,799.8401,391.7670,63.7142
dipoc,a2c-default,None,4100,202632,801.8978,368.5241,61.2947
dipoc,a2c-default,None,4110,203064,803.6581,374.3798,57.7506
anm,sac-default,None,2130,291712,13148.2673,-18850.6346,899.8520
dipoc,a2c-default,None,4120,203520,805.5077,389.0754,67.4082
dipoc,a2c-default,None,4130,204032,807.5748,394.2433,85.0929
dipoc,a2c-default,None,4140,204504,809.4155,376.9529,67.3054
dipoc,a2c-default,None,4150,204960,811.3067,364.1530,84.2787
dipoc,a2c-default,None,4160,205392,813.0388,382.2890,83.5242
dipoc,a2c-default,None,4170,205864,814.9663,375.6884,87.8887
dipoc,a2c-default,None,4180,206360,817.0200,388.3341,75.4434
dipoc,a2c-default,None,4190,206840,818.8546,425.1339,88.6897
dipoc,a2c-default,None,4200,207312,820.7357,407.9104,99.3257
dipoc,a2c-default,None,4210,207792,822.6053,343.2629,73.3995
dipoc,a2c-default,None,4220,208256,824.4616,437.8051,80.0738
anm,sac-default,None,2140,292035,13161.8341,-18811.5618,907.2849
dipoc,a2c-default,None,4230,208688,826.2334,354.4972,93.0056
dipoc,a2c-default,None,4240,209112,827.9694,367.3063,73.2032
dipoc,a2c-default,None,4250,209640,829.9369,361.3777,82.5883
dipoc,a2c-default,None,4260,210032,830.8283,367.2169,82.1060
dipoc,a2c-default,None,4270,210464,832.5822,355.1854,90.1747
dipoc,a2c-default,None,4280,210896,834.3294,387.5668,84.8949
dipoc,a2c-default,None,4290,211312,836.0427,330.0712,78.4100
dipoc,a2c-default,None,4300,211720,837.7077,377.4656,107.1703
dipoc,a2c-default,None,4310,212120,839.2750,340.5285,77.5987
dipoc,a2c-default,None,4320,212520,840.8929,342.5261,82.5401
dipoc,a2c-default,None,4330,212912,842.2057,384.1786,102.0498
anm,sac-default,None,2150,292293,13173.2024,-18884.1457,1001.1644
dipoc,a2c-default,None,4340,213368,844.0104,378.6766,93.7684
dipoc,a2c-default,None,4350,213888,846.1310,384.3111,90.3183
dipoc,a2c-default,None,4360,214280,847.7544,343.4934,72.9673
dipoc,a2c-default,None,4370,214696,849.4470,366.7062,84.9199
dipoc,a2c-default,None,4380,215056,850.9328,320.8671,80.4671
dipoc,a2c-default,None,4390,215464,852.5691,361.5714,79.9298
dipoc,a2c-default,None,4400,215992,854.7060,322.0571,78.0343
dipoc,a2c-default,None,4410,216432,856.4788,364.1387,73.2049
dipoc,a2c-default,None,4420,216936,858.4746,347.5292,61.5494
dipoc,a2c-default,None,4430,217416,859.6631,371.2115,104.0345
dipoc,a2c-default,None,4440,217944,860.8668,384.0434,100.2724
dipoc,a2c-default,None,4450,218424,862.7621,392.5248,101.6378
anm,sac-default,None,2160,292581,13186.3121,-18678.1485,980.8092
dipoc,a2c-default,None,4460,219040,865.3439,462.7394,87.5888
dipoc,a2c-default,None,4470,219600,867.6629,457.0014,87.8593
dipoc,a2c-default,None,4480,220136,869.7318,458.8271,102.5469
dipoc,a2c-default,None,4490,220624,871.7031,461.0362,102.0024
dipoc,a2c-default,None,4500,221216,873.9856,484.3147,118.8030
dipoc,a2c-default,None,4510,221792,875.6252,433.0155,54.8385
dipoc,a2c-default,None,4520,222344,877.9730,459.8764,90.4274
dipoc,a2c-default,None,4530,222896,880.1479,445.0422,97.2332
dipoc,a2c-default,None,4540,223552,882.0827,468.0279,122.5046
anm,sac-default,None,2170,292869,13198.4505,-18959.0356,652.0555
dipoc,a2c-default,None,4550,224080,884.1984,484.4619,100.0870
dipoc,a2c-default,None,4560,224576,886.1771,431.8678,86.5474
dipoc,a2c-default,None,4570,225112,888.3781,457.0923,87.6338
dipoc,a2c-default,None,4580,225640,890.5521,442.6617,93.6032
dipoc,a2c-default,None,4590,226256,893.0309,419.7371,82.1009
dipoc,a2c-default,None,4600,226760,895.0917,418.7402,102.4830
dipoc,a2c-default,None,4610,227360,897.5221,448.3161,88.0299
dipoc,a2c-default,None,4620,227912,899.6053,406.9806,59.6606
anm,sac-default,None,2180,293090,13208.4660,-19111.1276,834.2064
dipoc,a2c-default,None,4630,228448,901.8371,461.6212,95.3301
dipoc,a2c-default,None,4640,228960,903.9100,459.5680,95.4110
dipoc,a2c-default,None,4650,229464,905.8847,474.1075,83.6666
dipoc,a2c-default,None,4660,229952,907.8140,470.2574,97.7312
dipoc,a2c-default,None,4670,230528,910.1724,468.6227,119.5810
dipoc,a2c-default,None,4680,231104,912.5256,441.3178,65.6941
dipoc,a2c-default,None,4690,231584,914.4681,441.2192,68.1784
anm,sac-default,None,2190,293303,13218.5042,-19186.0693,477.6102
dipoc,a2c-default,None,4700,232120,916.6480,429.4650,72.5062
dipoc,a2c-default,None,4710,232600,918.6210,430.0100,63.5999
dipoc,a2c-default,None,4720,233128,920.7425,400.7547,65.4060
dipoc,a2c-default,None,4730,233680,922.8972,424.2194,99.6773
dipoc,a2c-default,None,4740,234208,925.0996,441.0384,71.8419
dipoc,a2c-default,None,4750,234776,927.3677,433.1707,55.4267
dipoc,a2c-default,None,4760,235240,929.2353,453.9174,125.2535
anm,sac-default,None,2200,293491,13227.5716,-19110.1096,495.1852
dipoc,a2c-default,None,4770,235816,931.6128,434.7988,75.2746
dipoc,a2c-default,None,4780,236304,933.6305,442.5908,99.2236
dipoc,a2c-default,None,4790,236896,935.9420,418.8366,53.0569
dipoc,a2c-default,None,4800,237400,937.9209,417.8019,71.6366
dipoc,a2c-default,None,4810,237968,940.0659,406.1387,76.6938
dipoc,a2c-default,None,4820,238520,942.1952,383.8662,54.1008
dipoc,a2c-default,None,4830,239008,944.0426,438.7178,105.0183
anm,sac-default,None,2210,293629,13235.0136,-19206.4363,492.4027
dipoc,a2c-default,None,4840,239544,945.9947,454.1148,95.0650
dipoc,a2c-default,None,4850,240088,948.3315,440.6537,78.0357
dipoc,a2c-default,None,4860,240576,950.3996,432.2140,72.9970
dipoc,a2c-default,None,4870,241136,952.6843,441.3965,64.2717
dipoc,a2c-default,None,4880,241608,954.5625,426.9967,66.0647
dipoc,a2c-default,None,4890,242152,956.7667,445.8717,114.1353
dipoc,a2c-default,None,4900,242672,958.8923,417.5589,76.9247
dipoc,a2c-default,None,4910,243176,960.9670,466.3557,109.0121
dipoc,a2c-default,None,4920,243664,962.9161,430.7199,94.5963
anm,sac-default,None,2220,293913,13247.6042,-19253.5816,385.6147
dipoc,a2c-default,None,4930,244152,964.9119,446.0178,81.5187
dipoc,a2c-default,None,4940,244704,967.1345,414.8274,70.6975
dipoc,a2c-default,None,4950,245224,969.2704,434.5864,119.2296
dipoc,a2c-default,None,4960,245720,971.3178,420.6804,76.7295
dipoc,a2c-default,None,4970,246200,973.2847,409.5152,62.2844
dipoc,a2c-default,None,4980,246672,975.1791,427.5055,96.4077
dipoc,a2c-default,None,4990,247168,977.1678,403.3007,70.3378
dipoc,a2c-default,None,5000,247696,979.2630,435.9988,93.1709
anm,sac-default,None,2230,294045,13254.8643,-19150.0647,380.4014
dipoc,a2c-default,None,5010,248248,981.5821,404.3876,55.8877
dipoc,a2c-default,None,5020,248776,983.8378,434.5320,87.5074
dipoc,a2c-default,None,5030,249384,986.2736,432.3313,74.2059
dipoc,a2c-default,None,5040,249912,988.3633,411.2327,91.8090
dipoc,a2c-default,None,5050,250432,990.4437,435.3515,67.7723
dipoc,a2c-default,None,5060,251000,992.6889,413.0187,52.1440
anm,sac-default,None,2240,294197,13262.8169,-19156.5128,481.0756
dipoc,a2c-default,None,5070,251528,994.8938,411.5235,79.9344
dipoc,a2c-default,None,5080,252104,997.2079,448.2737,89.9862
dipoc,a2c-default,None,5090,252608,999.2449,474.4717,71.1729
dipoc,a2c-default,None,5100,253120,1001.3806,437.8722,72.5521
dipoc,a2c-default,None,5110,253632,1003.5443,404.5922,46.3330
dipoc,a2c-default,None,5120,254144,1005.6194,479.5991,86.7095
dipoc,a2c-default,None,5130,254656,1007.7250,465.7059,81.7196
dipoc,a2c-default,None,5140,255184,1009.9377,417.5222,68.2143
anm,sac-default,None,2250,294415,13273.3903,-19310.7542,461.3681
dipoc,a2c-default,None,5150,255760,1012.3678,403.2465,65.5235
dipoc,a2c-default,None,5160,256280,1015.3583,420.9631,61.6593
dipoc,a2c-default,None,5170,256800,1017.3927,472.0597,106.5638
dipoc,a2c-default,None,5180,257360,1019.4451,418.2346,72.9197
dipoc,a2c-default,None,5190,257848,1020.6057,456.8074,121.2771
dipoc,a2c-default,None,5200,258352,1022.6172,429.8068,66.7690
dipoc,a2c-default,None,5210,258824,1024.5801,428.4657,85.1685
anm,sac-default,None,2260,294644,13284.8609,-19279.4398,534.2518
dipoc,a2c-default,None,5220,259344,1026.6770,427.6445,93.7586
dipoc,a2c-default,None,5230,259856,1028.7530,436.1052,98.6835
dipoc,a2c-default,None,5240,260400,1030.9883,437.4643,88.1421
dipoc,a2c-default,None,5250,260904,1033.0653,403.1132,79.2648
dipoc,a2c-default,None,5260,261488,1035.4973,406.0215,76.4135
dipoc,a2c-default,None,5270,262056,1037.8103,418.0481,73.4398
dipoc,a2c-default,None,5280,262640,1040.1942,375.0872,52.8798
anm,sac-default,None,2270,294812,13293.2387,-19243.4467,398.0712
dipoc,a2c-default,None,5290,263208,1042.4797,436.8658,91.2789
dipoc,a2c-default,None,5300,263704,1044.5026,397.6434,68.3267
dipoc,a2c-default,None,5310,264192,1046.5050,447.9880,99.5417
dipoc,a2c-default,None,5320,264728,1048.4674,445.0069,91.8776
dipoc,a2c-default,None,5330,265264,1050.7548,440.6564,82.2869
dipoc,a2c-default,None,5340,265808,1053.0725,426.3805,78.4700
dipoc,a2c-default,None,5350,266280,1055.0933,453.3592,93.9955
anm,sac-default,None,2280,294962,13302.0204,-19253.0583,400.6595
dipoc,a2c-default,None,5360,266792,1057.2578,416.3023,93.8457
dipoc,a2c-default,None,5370,267328,1059.4819,442.1135,98.5021
dipoc,a2c-default,None,5380,267832,1061.5054,408.6035,77.9251
dipoc,a2c-default,None,5390,268352,1063.3846,431.2430,85.3489
dipoc,a2c-default,None,5400,268944,1065.0594,431.7906,77.8088
dipoc,a2c-default,None,5410,269488,1067.3570,445.6841,92.2010
dipoc,a2c-default,None,5420,270040,1069.4883,425.6465,81.7129
dipoc,a2c-default,None,5430,270536,1071.5922,428.8237,85.7500
anm,sac-default,None,2290,295178,13313.3377,-19227.1174,472.4191
dipoc,a2c-default,None,5440,271080,1073.8084,438.0731,71.8751
dipoc,a2c-default,None,5450,271568,1075.7889,452.0294,78.3993
dipoc,a2c-default,None,5460,272152,1078.2549,408.6844,70.4822
dipoc,a2c-default,None,5470,272648,1080.2099,428.9314,81.8033
dipoc,a2c-default,None,5480,273152,1082.2674,401.7983,57.1735
dipoc,a2c-default,None,5490,273672,1084.4787,459.3270,93.0314
anm,sac-default,None,2300,295325,13321.1054,-19432.3263,273.6160
dipoc,a2c-default,None,5500,274224,1086.7465,435.4335,62.1393
dipoc,a2c-default,None,5510,274728,1088.8632,424.0236,68.5430
dipoc,a2c-default,None,5520,275240,1090.9638,455.2914,104.3216
dipoc,a2c-default,None,5530,275760,1093.0534,392.5822,55.4902
dipoc,a2c-default,None,5540,276320,1095.3629,416.0712,94.7290
dipoc,a2c-default,None,5550,276920,1097.3972,422.9868,88.3672
anm,sac-default,None,2310,295500,13329.8785,-19337.6353,303.2366
dipoc,a2c-default,None,5560,277488,1098.7088,396.5077,88.8212
dipoc,a2c-default,None,5570,277968,1099.8345,437.3217,77.7123
dipoc,a2c-default,None,5580,278496,1101.9662,412.4227,62.8585
dipoc,a2c-default,None,5590,278928,1103.0520,389.3319,103.3302
dipoc,a2c-default,None,5600,279368,1104.5913,400.8876,104.2394
dipoc,a2c-default,None,5610,279832,1106.4812,401.4560,45.5158
dipoc,a2c-default,None,5620,280368,1108.6727,400.5107,71.7482
anm,sac-default,None,2320,295644,13337.4733,-19449.2871,259.9830
dipoc,a2c-default,None,5630,280880,1110.7786,409.5685,55.0788
dipoc,a2c-default,None,5640,281424,1113.0140,440.4737,80.9721
dipoc,a2c-default,None,5650,281904,1114.9556,417.7133,77.1838
dipoc,a2c-default,None,5660,282432,1117.1888,485.2614,87.6828
dipoc,a2c-default,None,5670,282952,1119.3027,414.2893,80.5132
dipoc,a2c-default,None,5680,283472,1121.4114,423.3615,73.6234
dipoc,a2c-default,None,5690,284008,1123.5263,453.9036,97.1914
anm,sac-default,None,2330,295841,13346.8140,-19298.5199,390.9748
dipoc,a2c-default,None,5700,284552,1125.7817,448.6457,81.8594
dipoc,a2c-default,None,5710,285120,1128.1104,425.1773,89.6880
dipoc,a2c-default,None,5720,285608,1130.1602,423.7630,63.4385
dipoc,a2c-default,None,5730,286168,1132.4387,421.1705,54.6263
dipoc,a2c-default,None,5740,286760,1134.8685,460.9431,105.3899
dipoc,a2c-default,None,5750,287304,1137.0701,427.3308,63.1217
anm,sac-default,None,2340,296033,13356.0000,-19481.3754,253.8591
dipoc,a2c-default,None,5760,287816,1139.0605,406.7385,49.9083
dipoc,a2c-default,None,5770,288384,1141.2907,437.8808,79.1662
dipoc,a2c-default,None,5780,288936,1143.5619,431.9850,73.0868
dipoc,a2c-default,None,5790,289528,1145.8910,442.4929,98.9689
dipoc,a2c-default,None,5800,290016,1147.8076,409.9030,59.3676
dipoc,a2c-default,None,5810,290488,1149.7032,480.3208,112.2231
anm,sac-default,None,2350,296185,13363.8378,-19288.2054,283.0096
dipoc,a2c-default,None,5820,291144,1152.3374,451.8778,71.1209
dipoc,a2c-default,None,5830,291720,1154.7160,487.3579,86.1119
dipoc,a2c-default,None,5840,292264,1156.9743,415.0346,66.9433
dipoc,a2c-default,None,5850,292896,1159.6253,498.8999,112.9251
dipoc,a2c-default,None,5860,293472,1161.9642,463.5508,104.4437
dipoc,a2c-default,None,5870,294008,1164.1385,465.5018,82.9756
anm,sac-default,None,2360,296352,13372.1469,-19356.7728,292.2290
dipoc,a2c-default,None,5880,294640,1166.7602,417.3075,78.8368
dipoc,a2c-default,None,5890,295224,1169.1536,449.7842,111.0513
dipoc,a2c-default,None,5900,295816,1171.5756,457.0586,88.6325
dipoc,a2c-default,None,5910,296400,1173.9763,483.4844,137.0521
dipoc,a2c-default,None,5920,296928,1176.0970,434.9765,79.2616
dipoc,a2c-default,None,5930,297456,1178.2030,454.9601,77.0660
dipoc,a2c-default,None,5940,297984,1180.3133,449.5947,66.3650
anm,sac-default,None,2370,296548,13381.4482,-19214.1038,458.4614
dipoc,a2c-default,None,5950,298488,1182.4095,471.8461,78.5082
dipoc,a2c-default,None,5960,299128,1185.0777,503.7290,121.1809
dipoc,a2c-default,None,5970,299776,1187.1770,452.9959,99.6152
dipoc,a2c-default,None,5980,300312,1188.4699,432.2949,69.5900
dipoc,a2c-default,None,5990,300888,1190.6490,450.1448,101.8956
dipoc,a2c-default,None,6000,301544,1193.1668,488.9012,104.5669
anm,sac-default,None,2380,296727,13390.1388,-19162.7316,378.7808
dipoc,a2c-default,None,6010,302136,1195.4383,506.7709,119.7972
dipoc,a2c-default,None,6020,302688,1197.6098,484.0027,97.7221
dipoc,a2c-default,None,6030,303224,1199.7287,468.1058,117.8852
dipoc,a2c-default,None,6040,303808,1202.0999,475.3456,108.0121
dipoc,a2c-default,None,6050,304288,1203.7799,474.2772,85.1207
dipoc,a2c-default,None,6060,304856,1205.0870,408.7416,81.9192
dipoc,a2c-default,None,6070,305384,1206.2961,430.1762,55.9702
anm,sac-default,None,2390,296879,13398.0262,-19256.6696,320.0126
dipoc,a2c-default,None,6080,305984,1208.7434,383.5942,51.0955
dipoc,a2c-default,None,6090,306552,1211.0609,450.6125,88.6625
dipoc,a2c-default,None,6100,307192,1213.6375,432.5825,76.5094
dipoc,a2c-default,None,6110,307712,1215.7619,413.4959,44.9714
dipoc,a2c-default,None,6120,308240,1217.9589,496.2580,86.5940
dipoc,a2c-default,None,6130,308760,1220.0438,437.9928,78.7609
anm,sac-default,None,2400,297019,13405.5015,-19449.0740,260.2143
dipoc,a2c-default,None,6140,309336,1222.3811,428.5548,86.9956
dipoc,a2c-default,None,6150,309888,1224.3931,417.2673,77.5904
dipoc,a2c-default,None,6160,310408,1226.5483,428.8126,78.6904
dipoc,a2c-default,None,6170,310928,1228.6286,466.8362,102.5179
dipoc,a2c-default,None,6180,311464,1230.7922,465.3063,85.1016
dipoc,a2c-default,None,6190,312072,1233.2439,461.7621,95.6026
anm,sac-default,None,2410,297190,13414.0603,-19202.8943,438.8395
dipoc,a2c-default,None,6200,312600,1235.2710,451.8340,112.7815
dipoc,a2c-default,None,6210,313160,1237.2087,428.5559,90.6681
dipoc,a2c-default,None,6220,313736,1239.4359,429.5206,65.4893
